	Unnamed: 0	0	query	triples
2724	2724	The Very Best of Ugly Kid Joe: As Ugly as It Gets includes a cover of which Black Sabbath song from their 1970 debut?	The Very Best of Ugly Kid Joe: As Ugly as It Gets includes a cover of which Black Sabbath song from their 1970 debut?	"{""named_entities"": [""Ugly Kid Joe"", ""Black Sabbath""]}"
2725	2725	Between two bands Audioslave and Bodyjar, which group formed earlier?	Between two bands Audioslave and Bodyjar, which group formed earlier?	"{""named_entities"": [""Audioslave"", ""Bodyjar""]}"
2726	2726	Pandora- The World of Avatar includes a ride that allows guest to take flight on what animal?	Pandora- The World of Avatar includes a ride that allows guest to take flight on what animal?	"{""named_entities"": [""Pandora- The World of Avatar""]}"
2727	2727	In the 1962 German Grand Prix, a racer came second. What did this racer found?	In the 1962 German Grand Prix, a racer came second. What did this racer found?	"{""named_entities"": [""1962 German Grand Prix""]}"
2728	2728	What profession did Alan Crosland and Kurt Voss both hold?	What profession did Alan Crosland and Kurt Voss both hold?	"{""named_entities"": [""Alan Crosland"", ""Kurt Voss""]}"
2729	2729	What game was a Philadelphia native, who played college basketball at the University of North Carolina, selected for?	What game was a Philadelphia native, who played college basketball at the University of North Carolina, selected for?	"{""named_entities"": [""Philadelphia"", ""University of North Carolina""]}"
2730	2730	What organization is known for having a president who was convicted of felony charges that was harbored by his brother, another high ranking member?	What organization is known for having a president who was convicted of felony charges that was harbored by his brother, another high ranking member?	"{""named_entities"": [""organization"", ""president"", ""convicted"", ""felony charges"", ""brother"", ""high ranking member""]}"
2731	2731	Are Mobile Regional Airport and Hoonah Airport located in California?	Are Mobile Regional Airport and Hoonah Airport located in California?	"{""named_entities"": [""Mobile Regional Airport"", ""Hoonah Airport"", ""California""]}"
2732	2732	Which artist has worked with King Crimson and also released a solo album in 2011?	Which artist has worked with King Crimson and also released a solo album in 2011?	"{""named_entities"": [""King Crimson""]}"
2733	2733	 Season of Migration to the North  is a counter narrative to a novella by what Polish-British novelist?	 Season of Migration to the North  is a counter narrative to a novella by what Polish-British novelist?	"{""named_entities"": [""Season of Migration to the North"", ""Polish-British"", ""novelist""]}"
2734	2734	"What of Nico van der Meel's operatic roles was starring in a libretto based loosely on the eight paintings and engravings ""A Rake's Progress""?"	"What of Nico van der Meel's operatic roles was starring in a libretto based loosely on the eight paintings and engravings ""A Rake's Progress""?"	"{""named_entities"": [""Nico van der Meel"", ""A Rake's Progress""]}"
2735	2735	Both José Aponte de la Torre Airport and Boulder City Municipal Airport are classified as what type of airport?	Both José Aponte de la Torre Airport and Boulder City Municipal Airport are classified as what type of airport?	"{""named_entities"": [""José Aponte de la Torre Airport"", ""Boulder City Municipal Airport""]}"
2736	2736	What country of origin does  Dana Ivey and Two Weeks Notice have in common?	What country of origin does  Dana Ivey and Two Weeks Notice have in common?	"{""named_entities"": [""Dana Ivey"", ""Two Weeks Notice""]}"
2737	2737	The seventh largest inhabited island in Hawaii has what remote wild beach?	The seventh largest inhabited island in Hawaii has what remote wild beach?	"{""named_entities"": [""Hawaii""]}"
2738	2738	What job do both Alfred Santell and David Fincher have in common?	What job do both Alfred Santell and David Fincher have in common?	"{""named_entities"": [""Alfred Santell"", ""David Fincher""]}"
2739	2739	John Robert Marks III, the former Mayor of Tallahassee, Florida was succeeded by an American politician who ecame the youngest person ever elected to what?	John Robert Marks III, the former Mayor of Tallahassee, Florida was succeeded by an American politician who ecame the youngest person ever elected to what?	"{""named_entities"": [""John Robert Marks III"", ""Tallahassee, Florida"", ""American""]}"
2740	2740	Which Hong Kong actor born on 19 August 1946 starred in The Sentimental Swordsman	Which Hong Kong actor born on 19 August 1946 starred in The Sentimental Swordsman	"{""named_entities"": [""Hong Kong"", ""19 August 1946"", ""The Sentimental Swordsman""]}"
2741	2741	Which technique did the director at Pzena Investment Management outline?	Which technique did the director at Pzena Investment Management outline?	"{""named_entities"": [""Pzena Investment Management""]}"
2742	2742	Sudha Kheterpal who is  musician best know as the percussionist in Faithless has played with what singer who is recognized at the highest-selling Australian artist of all time by the Australian Recording industry Association?	Sudha Kheterpal who is  musician best know as the percussionist in Faithless has played with what singer who is recognized at the highest-selling Australian artist of all time by the Australian Recording industry Association?	"{""named_entities"": [""Sudha Kheterpal"", ""Faithless"", ""Australian Recording Industry Association""]}"
2743	2743	Which one of the Long Island Herald newspaper chain serves a village in Nassau County, New York with a population of 6,483?	Which one of the Long Island Herald newspaper chain serves a village in Nassau County, New York with a population of 6,483?	"{""named_entities"": [""Long Island Herald"", ""Nassau County, New York""]}"
2744	2744	Who is the older brother of the king that was overthrown in the Henriad?	Who is the older brother of the king that was overthrown in the Henriad?	"{""named_entities"": [""Henriad""]}"
2745	2745	the work of The Last Poets and Gil Scott Heron inspired music that fits under what larger sub-genre?	the work of The Last Poets and Gil Scott Heron inspired music that fits under what larger sub-genre?	"{""named_entities"": [""The Last Poets"", ""Gil Scott Heron""]}"
2746	2746	What actor starred with Virginia Katherine McMath in Star of Midnight?  	What actor starred with Virginia Katherine McMath in Star of Midnight?  	"{""named_entities"": [""Virginia Katherine McMath"", ""Star of Midnight""]}"
2747	2747	Which director has had the greater impact on French culture, Jean Vigo or Sri Lankabhimanya Lester James Peries?	Which director has had the greater impact on French culture, Jean Vigo or Sri Lankabhimanya Lester James Peries?	"{""named_entities"": [""Jean Vigo"", ""Sri Lankabhimanya Lester James Peries"", ""French culture""]}"
2748	2748	Q:The 7.92×57mm Mauser rifle cartridge was used by which country's military in the 20th century?	Q:The 7.92×57mm Mauser rifle cartridge was used by which country's military in the 20th century?	"{""named_entities"": [""7.92×57mm Mauser"", ""20th century""]}"
2749	2749	Which peak stands higher, Muztagh Ata or Manaslu?	Which peak stands higher, Muztagh Ata or Manaslu?	"{""named_entities"": [""Muztagh Ata"", ""Manaslu""]}"
2750	2750	Which genus has more species, Cymbidium or Patrinia?	Which genus has more species, Cymbidium or Patrinia?	"{""named_entities"": [""Cymbidium"", ""Patrinia""]}"
2751	2751	The 19 high-rise commercial buildings covering 22 acres between 48th and 51st Streets in New York City feature which style of architecture?	The 19 high-rise commercial buildings covering 22 acres between 48th and 51st Streets in New York City feature which style of architecture?	"{""named_entities"": [""New York City"", ""48th Street"", ""51st Street""]}"
2752	2752	Are Bitter Jester and The Future of Food both documentaries about food?	Are Bitter Jester and The Future of Food both documentaries about food?	"{""named_entities"": [""Bitter Jester"", ""The Future of Food"", ""food""]}"
2753	2753	Celebrity Fifteen to One has had more than one appearance by an English writer and former Conservative Member of what?	Celebrity Fifteen to One has had more than one appearance by an English writer and former Conservative Member of what?	"{""named_entities"": [""Fifteen to One"", ""English writer"", ""Conservative Member""]}"
2754	2754	What was the name of the soap opera that Thomas Ormson played David Platt and Adam Rickitt plated Nick Tilsley?	What was the name of the soap opera that Thomas Ormson played David Platt and Adam Rickitt plated Nick Tilsley?	"{""named_entities"": [""Thomas Ormson"", ""David Platt"", ""Adam Rickitt"", ""Nick Tilsley""]}"
2755	2755	Which case was brought to court first Miller v. California or Gates v. Collier ?	Which case was brought to court first Miller v. California or Gates v. Collier ?	"{""named_entities"": [""Miller v. California"", ""Gates v. Collier""]}"
2756	2756	Are Norman Z. McLeod and Sam Wanamaker both directors?	Are Norman Z. McLeod and Sam Wanamaker both directors?	"{""named_entities"": [""Norman Z. McLeod"", ""Sam Wanamaker"", ""directors""]}"
2757	2757	Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?	Which of the four US Presidents who have been assinated was shot on the grounds of the Pan-American Exposition at the Temple of Music in Buffalo, New York?	"{""named_entities"": [""US Presidents"", ""Pan-American Exposition"", ""Temple of Music"", ""Buffalo, New York""]}"
2758	2758	"What type of mansion was built for the founder of the company marketed the oil engine under the ""Hornsby-Akroyd"" name?"	"What type of mansion was built for the founder of the company marketed the oil engine under the ""Hornsby-Akroyd"" name?"	"{""named_entities"": [""Hornsby-Akroyd""]}"
2759	2759	What is the company that currently recognizes the sprinting records set by Leni Junker and Florence Griffith-Joyner?	What is the company that currently recognizes the sprinting records set by Leni Junker and Florence Griffith-Joyner?	"{""named_entities"": [""Leni Junker"", ""Florence Griffith-Joyner""]}"
2760	2760	The historical Nimavar school in the Nimavar Bazaar, or bazar, is located in which country?	The historical Nimavar school in the Nimavar Bazaar, or bazar, is located in which country?	"{""named_entities"": [""Nimavar school"", ""Nimavar Bazaar""]}"
2761	2761	Zakk Wylde and Damon Albarn are both what?	Zakk Wylde and Damon Albarn are both what?	"{""named_entities"": [""Zakk Wylde"", ""Damon Albarn""]}"
2762	2762	What was Mike Coffman's title after being replaced as secretary of state by Bernie Buescher?	What was Mike Coffman's title after being replaced as secretary of state by Bernie Buescher?	"{""named_entities"": [""Mike Coffman"", ""Bernie Buescher""]}"
2763	2763	Who acquired a luxury hotel and casino in Las Vegas? 	Who acquired a luxury hotel and casino in Las Vegas? 	"{""named_entities"": [""Las Vegas""]}"
2764	2764	What song included on the 59th edition of Now That's What I Call Music was written and recorded by an Australian recording artist?	What song included on the 59th edition of Now That's What I Call Music was written and recorded by an Australian recording artist?	"{""named_entities"": [""Now That's What I Call Music"", ""Australian""]}"
2765	2765	 Worldview Entertainment is an American independent motion picture company that produced a 2015 mystery thriller film based on a novel by who?	 Worldview Entertainment is an American independent motion picture company that produced a 2015 mystery thriller film based on a novel by who?	"{""named_entities"": [""Worldview Entertainment"", ""American"", ""2015"", ""mystery thriller film""]}"
2766	2766	Which Walt Disney film was released earlier, The Rescuers or The Muppets?	Which Walt Disney film was released earlier, The Rescuers or The Muppets?	"{""named_entities"": [""Walt Disney"", ""The Rescuers"", ""The Muppets""]}"
2767	2767	That is the nationality of the author who wrote books that featured the character Faline?	That is the nationality of the author who wrote books that featured the character Faline?	"{""named_entities"": [""Faline""]}"
2768	2768	In 1943 designer Robert Lutyens joined to board of a company headquartered in what city?	In 1943 designer Robert Lutyens joined to board of a company headquartered in what city?	"{""named_entities"": [""1943"", ""Robert Lutyens""]}"
2769	2769	Brett McClure competed in the pommel horse event at the 2001 Goodwill Games in what Australian province?	Brett McClure competed in the pommel horse event at the 2001 Goodwill Games in what Australian province?	"{""named_entities"": [""Brett McClure"", ""pommel horse"", ""2001 Goodwill Games"", ""Australian province""]}"
2770	2770	Sam Quartin starred in which movie, alongside a controversial singer whose stage name combines the names of Marilyn Monroe and Charles Manson?	Sam Quartin starred in which movie, alongside a controversial singer whose stage name combines the names of Marilyn Monroe and Charles Manson?	"{""named_entities"": [""Sam Quartin"", ""Marilyn Monroe"", ""Charles Manson""]}"
2771	2771	Which identifier: transwomen, cis women,or genderqueer, is a combination of masculinity and femininity or neither in gender expression? 	Which identifier: transwomen, cis women,or genderqueer, is a combination of masculinity and femininity or neither in gender expression? 	"{""named_entities"": [""transwomen"", ""cis women"", ""genderqueer""]}"
2772	2772	Who was an important leader of the Democratic-Republican Party?	Who was an important leader of the Democratic-Republican Party?	"{""named_entities"": [""Democratic-Republican Party""]}"
2773	2773	"Q: What 1965-born field director directed the 2002 Indian comedy horror film ""Makdee"" (""Spider"", in English)?"	"Q: What 1965-born field director directed the 2002 Indian comedy horror film ""Makdee"" (""Spider"", in English)?"	"{""named_entities"": [""1965"", ""field director"", ""2002"", ""Indian"", ""Makdee"", ""Spider"", ""English""]}"
2774	2774	Nostie lies a short distance from one of Scotland's popular tourist attractions a small tidal island dominated by a picturesque castle that frequently apperas in what?	Nostie lies a short distance from one of Scotland's popular tourist attractions a small tidal island dominated by a picturesque castle that frequently apperas in what?	"{""named_entities"": [""Nostie"", ""Scotland"", ""tidal island"", ""castle""]}"
2775	2775	Did both  Slaughter-House Cases and United States v. Darby Lumber Co. involve civil rights law?	Did both  Slaughter-House Cases and United States v. Darby Lumber Co. involve civil rights law?	"{""named_entities"": [""Slaughter-House Cases"", ""United States v. Darby Lumber Co.""]}"
2776	2776	What magazine was started in 1925 and features the work of Barry Werth?	What magazine was started in 1925 and features the work of Barry Werth?	"{""named_entities"": [""Barry Werth""]}"
2777	2777	Which has more species, Festuca or Dactylis?	Which has more species, Festuca or Dactylis?	"{""named_entities"": [""Festuca"", ""Dactylis""]}"
2778	2778	Who was the team president of the 2012 Cleveland Browns?	Who was the team president of the 2012 Cleveland Browns?	"{""named_entities"": [""2012 Cleveland Browns""]}"
2779	2779	This 2016 biographical sports comedy-drama film stars Taron Egerton as a skier who finished last in what events?	This 2016 biographical sports comedy-drama film stars Taron Egerton as a skier who finished last in what events?	"{""named_entities"": [""2016"", ""Taron Egerton""]}"
2780	2780	Who created the British television series to which Tofu was a sister series focusing on a range of sex attitudes in the twenty-first century from the viewpoint of everyday people?	Who created the British television series to which Tofu was a sister series focusing on a range of sex attitudes in the twenty-first century from the viewpoint of everyday people?	"{""named_entities"": [""British"", ""Tofu""]}"
2781	2781	 The Minnesota State High School Mathematics League was founded by a professor at a private coeducational liberal arts college founded in what year? 	 The Minnesota State High School Mathematics League was founded by a professor at a private coeducational liberal arts college founded in what year? 	"{""named_entities"": [""Minnesota State High School Mathematics League"", ""private coeducational liberal arts college""]}"
2782	2782	which plant has the highest specie  Panicum or Populus 	which plant has the highest specie  Panicum or Populus 	"{""named_entities"": [""Panicum"", ""Populus""]}"
2783	2783	Mastophora dizzydeani is a species of spider named after baseball player Jerome Herman Dean who goes by what nickname?	Mastophora dizzydeani is a species of spider named after baseball player Jerome Herman Dean who goes by what nickname?	"{""named_entities"": [""Mastophora dizzydeani"", ""Jerome Herman Dean""]}"
2784	2784	What type of media does Locked On and Tom Clancy have in common?	What type of media does Locked On and Tom Clancy have in common?	"{""named_entities"": [""Locked On"", ""Tom Clancy""]}"
2785	2785	In 1736, a fortified complex was built in the heart of Moscow. What is this complex known as?	In 1736, a fortified complex was built in the heart of Moscow. What is this complex known as?	"{""named_entities"": [""Moscow""]}"
2786	2786	What instrument of war was only used by the President of the United States who was born in Lamar, Missouri?	What instrument of war was only used by the President of the United States who was born in Lamar, Missouri?	"{""named_entities"": [""President of the United States"", ""Lamar, Missouri""]}"
2787	2787	Where did Cale Gundy's brother play football in college?	Where did Cale Gundy's brother play football in college?	"{""named_entities"": [""Cale Gundy"", ""brother""]}"
2788	2788	New Hampshire Route 118 runs through a region whose norther boundary begins at which town?	New Hampshire Route 118 runs through a region whose norther boundary begins at which town?	"{""named_entities"": [""New Hampshire Route 118""]}"
2789	2789	What film is a sequel to a German romantic fantasy film featuring Bruno Ganz and Solveig Dommartin?	What film is a sequel to a German romantic fantasy film featuring Bruno Ganz and Solveig Dommartin?	"{""named_entities"": [""Bruno Ganz"", ""Solveig Dommartin""]}"
2790	2790	In which division does this team, for which Kyle Skipworth played a catcher, compete?	In which division does this team, for which Kyle Skipworth played a catcher, compete?	"{""named_entities"": [""Kyle Skipworth""]}"
2791	2791	Are Brooklyn and Tower 49 both part of New York City?	Are Brooklyn and Tower 49 both part of New York City?	"{""named_entities"": [""Brooklyn"", ""Tower 49"", ""New York City""]}"
2792	2792	Sum 41 and Passion Pit have what in common?	Sum 41 and Passion Pit have what in common?	"{""named_entities"": [""Sum 41"", ""Passion Pit""]}"
2793	2793	Which player played for Nova Southeastern Sharks, MIlwaukee Brewers and Houston Astros?	Which player played for Nova Southeastern Sharks, MIlwaukee Brewers and Houston Astros?	"{""named_entities"": [""Nova Southeastern Sharks"", ""Milwaukee Brewers"", ""Houston Astros""]}"
2794	2794	"Which Scottish playwright wrote the poem ""Havisham""?"	"Which Scottish playwright wrote the poem ""Havisham""?"	"{""named_entities"": [""Scottish"", ""Havisham""]}"
2795	2795	Who was older when they died, Teinosuke Kinugasa or Don O. Newland	Who was older when they died, Teinosuke Kinugasa or Don O. Newland	"{""named_entities"": [""Teinosuke Kinugasa"", ""Don O. Newland""]}"
2796	2796	Between the Riddlers Revenge and the Green Lantern, which stand-up roller coaster stands tallest?	Between the Riddlers Revenge and the Green Lantern, which stand-up roller coaster stands tallest?	"{""named_entities"": [""Riddlers Revenge"", ""Green Lantern""]}"
2797	2797	 I Am... Yours was the first residency show by Beyonce held at what hotel in Las Vegas connected to Wynn 	 I Am... Yours was the first residency show by Beyonce held at what hotel in Las Vegas connected to Wynn 	"{""named_entities"": [""Beyonce"", ""I Am... Yours"", ""Las Vegas"", ""Wynn""]}"
2798	2798	" ""Quando m'en vo' "" is a soprano from an Opera composed by who ?"	" ""Quando m'en vo' "" is a soprano from an Opera composed by who ?"	"{""named_entities"": [""Quando m'en vo'"", ""soprano"", ""Opera""]}"
2799	2799	An American pharmacist was inspired to invent cola due to what recipe from  Angelo Mariani?	An American pharmacist was inspired to invent cola due to what recipe from  Angelo Mariani?	"{""named_entities"": [""American"", ""pharmacist"", ""cola"", ""Angelo Mariani""]}"
2800	2800	The Innviertel is a traditional Austrian region southeast of a river that is how many km long?	The Innviertel is a traditional Austrian region southeast of a river that is how many km long?	"{""named_entities"": [""Innviertel"", ""Austrian"", ""river""]}"
2801	2801	Are Horace Ové and A. Edward Sutherland both photographers?	Are Horace Ové and A. Edward Sutherland both photographers?	"{""named_entities"": [""Horace Ové"", ""A. Edward Sutherland""]}"
2802	2802	What was the name of the company that produced  the first practical jet aircraft that first flew on 27 August 1939?	What was the name of the company that produced  the first practical jet aircraft that first flew on 27 August 1939?	"{""named_entities"": [""27 August 1939""]}"
2803	2803	What friend of a performance artist and professional wrestler has performed in the role of Tony Clifton?	What friend of a performance artist and professional wrestler has performed in the role of Tony Clifton?	"{""named_entities"": [""performance artist"", ""professional wrestler"", ""Tony Clifton""]}"
2804	2804	The film series created by the team up of Robert Rodriguez and Ethan Maniquis created it lead character from a character in what other films series?	The film series created by the team up of Robert Rodriguez and Ethan Maniquis created it lead character from a character in what other films series?	"{""named_entities"": [""Robert Rodriguez"", ""Ethan Maniquis""]}"
2805	2805	Linhai and Gongqingcheng are both what kinds of cities that are located in China?	Linhai and Gongqingcheng are both what kinds of cities that are located in China?	"{""named_entities"": [""Linhai"", ""Gongqingcheng"", ""China""]}"
2806	2806	The Chinese actress also known as Crystal Liu stars in Night Peacock with which three other actresses?	The Chinese actress also known as Crystal Liu stars in Night Peacock with which three other actresses?	"{""named_entities"": [""Chinese actress"", ""Crystal Liu"", ""Night Peacock""]}"
2807	2807	Allison Gross is a character in a story which applies what writing technique that introduces characters in threes? 	Allison Gross is a character in a story which applies what writing technique that introduces characters in threes? 	"{""named_entities"": [""Allison Gross""]}"
2808	2808	Where was the founder of the Trussed Concrete Steel Company raised?	Where was the founder of the Trussed Concrete Steel Company raised?	"{""named_entities"": [""Trussed Concrete Steel Company""]}"
2809	2809	What genre of composers were both Claudio Monteverdi and Georges Bizet? 	What genre of composers were both Claudio Monteverdi and Georges Bizet? 	"{""named_entities"": [""Claudio Monteverdi"", ""Georges Bizet""]}"
2810	2810	My First Mister co-stars an actor who was best known for his role as what character on the TV series Roseanne?	My First Mister co-stars an actor who was best known for his role as what character on the TV series Roseanne?	"{""named_entities"": [""My First Mister"", ""Roseanne""]}"
2811	2811	How many households does the network that Di-Gata Defenders plays on in South Africa reach?	How many households does the network that Di-Gata Defenders plays on in South Africa reach?	"{""named_entities"": [""Di-Gata Defenders"", ""South Africa""]}"
2812	2812	What product by FLEXcon represents data by geometric patterns?	What product by FLEXcon represents data by geometric patterns?	"{""named_entities"": [""FLEXcon""]}"
2813	2813	In what event was Harold Davis a former record holder, but now is held by Usain Bolt?	In what event was Harold Davis a former record holder, but now is held by Usain Bolt?	"{""named_entities"": [""Harold Davis"", ""Usain Bolt""]}"
2814	2814	When was the company that owns Bonifacio High Street founded?	When was the company that owns Bonifacio High Street founded?	"{""named_entities"": [""Bonifacio High Street""]}"
2815	2815	What actor from Northern Ireland born in 1983 starred in Whole Lotta Sole?	What actor from Northern Ireland born in 1983 starred in Whole Lotta Sole?	"{""named_entities"": [""Northern Ireland"", ""1983"", ""Whole Lotta Sole""]}"
2816	2816	The comedy play written by Shakespeare titled Twelfth Night is also know by what name?	The comedy play written by Shakespeare titled Twelfth Night is also know by what name?	"{""named_entities"": [""Shakespeare"", ""Twelfth Night""]}"
2817	2817	"What Cantonese slang term can mean both ""ghost man"" and to refer to Westerners?"	"What Cantonese slang term can mean both ""ghost man"" and to refer to Westerners?"	"{""named_entities"": [""Cantonese""]}"
2818	2818	What type of music features Geetam, created by a devotee of Lord Krishna?	What type of music features Geetam, created by a devotee of Lord Krishna?	"{""named_entities"": [""Geetam"", ""Lord Krishna""]}"
2819	2819	What type of media do Peter Filkins and The New Criterion have in common?	What type of media do Peter Filkins and The New Criterion have in common?	"{""named_entities"": [""Peter Filkins"", ""The New Criterion""]}"
2820	2820	The organization that Nicolae Titulescu served two terms as president was founded on what date?	The organization that Nicolae Titulescu served two terms as president was founded on what date?	"{""named_entities"": [""Nicolae Titulescu""]}"
2821	2821	What was the population during the 2000 census of the town in Sagadahoc County, Maine that had a population of 3,411 during the 2010 census?	What was the population during the 2000 census of the town in Sagadahoc County, Maine that had a population of 3,411 during the 2010 census?	"{""named_entities"": [""Sagadahoc County"", ""Maine""]}"
2822	2822	Notable works of Bailee Madison includes a 2011 American Romantic comedy film that was directed by Dennis Dugan, and written by Allan Loeb and who?	Notable works of Bailee Madison includes a 2011 American Romantic comedy film that was directed by Dennis Dugan, and written by Allan Loeb and who?	"{""named_entities"": [""Bailee Madison"", ""2011 American Romantic comedy film"", ""Dennis Dugan"", ""Allan Loeb""]}"
2823	2823	Which was published founded most recently, InStyle or Godey's Lady's Book?	Which was published founded most recently, InStyle or Godey's Lady's Book?	"{""named_entities"": [""InStyle"", ""Godey's Lady's Book""]}"
2824	2824	Name five actors that worked with a German cinematographer?	Name five actors that worked with a German cinematographer?	"{""named_entities"": [""German""]}"
2825	2825	Kurt Fuller from Stockton, CA appeared in which American Detective Comedy Drama television series created by Steve Franks?	Kurt Fuller from Stockton, CA appeared in which American Detective Comedy Drama television series created by Steve Franks?	"{""named_entities"": [""Kurt Fuller"", ""Stockton, CA"", ""American Detective Comedy Drama"", ""Steve Franks""]}"
2826	2826	Who is older Craig Nicholls or Norman Blake ?	Who is older Craig Nicholls or Norman Blake ?	"{""named_entities"": [""Craig Nicholls"", ""Norman Blake""]}"
2827	2827	How many members does the lower house of the state legislature in which Samuel Leavitt served have?	How many members does the lower house of the state legislature in which Samuel Leavitt served have?	"{""named_entities"": [""Samuel Leavitt""]}"
2828	2828	"In which county was the English rock band formed that released the box set of four studio albums ""Genesis 1983–1998""?"	"In which county was the English rock band formed that released the box set of four studio albums ""Genesis 1983–1998""?"	"{""named_entities"": [""English"", ""Genesis 1983–1998""]}"
2829	2829	Montgomery Ward Building is in the shopping and dining mall that was conceived in what year?	Montgomery Ward Building is in the shopping and dining mall that was conceived in what year?	"{""named_entities"": [""Montgomery Ward Building""]}"
2830	2830	What river runs along the neighborhood where Ashley Estes Kavanaugh's wedding was held?	What river runs along the neighborhood where Ashley Estes Kavanaugh's wedding was held?	"{""named_entities"": [""Ashley Estes Kavanaugh""]}"
2831	2831	"La Machine a ecirire was written by what French writer, designer, playright, artist, and filmmaker, who is known for his novel, ""Les Enfants Terribles""?"	"La Machine a ecirire was written by what French writer, designer, playright, artist, and filmmaker, who is known for his novel, ""Les Enfants Terribles""?"	"{""named_entities"": [""La Machine a ecrire"", ""French"", ""Les Enfants Terribles""]}"
2832	2832	Which mathematician worked with algebraic geometry instead of probability theory, Askold Khovanskii or Andrey Kolmogorov?	Which mathematician worked with algebraic geometry instead of probability theory, Askold Khovanskii or Andrey Kolmogorov?	"{""named_entities"": [""Askold Khovanskii"", ""Andrey Kolmogorov"", ""algebraic geometry"", ""probability theory""]}"
2833	2833	After Patrick Mercer's suspension in April 2014, who won the seat for Newark?	After Patrick Mercer's suspension in April 2014, who won the seat for Newark?	"{""named_entities"": [""Patrick Mercer"", ""April 2014"", ""Newark""]}"
2834	2834	If the Charhki  Dadri crash was less dangerous than the Tenerife airport disaster, which occured firat? 	If the Charhki  Dadri crash was less dangerous than the Tenerife airport disaster, which occured firat? 	"{""named_entities"": [""Charhki Dadri"", ""Tenerife airport""]}"
2835	2835	What type of diary did one of the founders of the John Bishop Memorial Hospital in Srinagar write?	What type of diary did one of the founders of the John Bishop Memorial Hospital in Srinagar write?	"{""named_entities"": [""John Bishop Memorial Hospital"", ""Srinagar""]}"
2836	2836	What is the home town of a woman who guest-starred on Thug Mentality 1999?	What is the home town of a woman who guest-starred on Thug Mentality 1999?	"{""named_entities"": [""Thug Mentality 1999""]}"
2837	2837	What vehicle, made by UROVESA, is most like the four-wheel drive military light truck produced by AM General?	What vehicle, made by UROVESA, is most like the four-wheel drive military light truck produced by AM General?	"{""named_entities"": [""UROVESA"", ""four-wheel drive military light truck"", ""AM General""]}"
2838	2838	Where was the rapper in 13 Dead Men from?	Where was the rapper in 13 Dead Men from?	"{""named_entities"": [""13 Dead Men""]}"
2839	2839	The Tanjong Pagar Centre replaced which tower finished in 1986 as the tallest building in Singapore?	The Tanjong Pagar Centre replaced which tower finished in 1986 as the tallest building in Singapore?	"{""named_entities"": [""Tanjong Pagar Centre"", ""Singapore""]}"
2840	2840	"Who left the South Korean music group""2PM"" before the release of the group's DVD called ""Take Off""?"	"Who left the South Korean music group""2PM"" before the release of the group's DVD called ""Take Off""?"	"{""named_entities"": [""South Korean"", ""2PM"", ""Take Off""]}"
2841	2841	 Thomas Anthony Jankiewicz was best known for penning a film staring an actress who played Fiona Bowa on what NBC sitcom?	 Thomas Anthony Jankiewicz was best known for penning a film staring an actress who played Fiona Bowa on what NBC sitcom?	"{""named_entities"": [""Thomas Anthony Jankiewicz"", ""Fiona Bowa"", ""NBC""]}"
2842	2842	What is the name of the range of characteristics pertaining to, and differentiating between, masculinity and femininity which Mary Karooro Okurut was appointed to in 2012 as Minister of?	What is the name of the range of characteristics pertaining to, and differentiating between, masculinity and femininity which Mary Karooro Okurut was appointed to in 2012 as Minister of?	"{""named_entities"": [""Mary Karooro Okurut""]}"
2843	2843	What was the fort renamed in which the English abandoned to move to a fort located atop State Street Hill?	What was the fort renamed in which the English abandoned to move to a fort located atop State Street Hill?	"{""named_entities"": [""State Street Hill""]}"
2844	2844	Which of these is further south in China, the Pulandian District or Kaiyuan, Liaoning?	Which of these is further south in China, the Pulandian District or Kaiyuan, Liaoning?	"{""named_entities"": [""Pulandian District"", ""Kaiyuan, Liaoning"", ""China""]}"
2845	2845	Which singer is younger, Terri Nunn or Sonya Scarlet? 	Which singer is younger, Terri Nunn or Sonya Scarlet? 	"{""named_entities"": [""Terri Nunn"", ""Sonya Scarlet""]}"
2846	2846	the head football coach at the University of Houston from 2007 to 2011, is the current team coach of which football team ?	the head football coach at the University of Houston from 2007 to 2011, is the current team coach of which football team ?	"{""named_entities"": [""University of Houston""]}"
2847	2847	When will the exhibition basketball game which will hold at the Staples Center in Los Angeles, California be played 	When will the exhibition basketball game which will hold at the Staples Center in Los Angeles, California be played 	"{""named_entities"": [""Staples Center"", ""Los Angeles, California""]}"
2848	2848	Do Xinghua, Jiangsu and Jingdezhen both border the same town to the north?	Do Xinghua, Jiangsu and Jingdezhen both border the same town to the north?	"{""named_entities"": [""Xinghua, Jiangsu"", ""Jingdezhen""]}"
2849	2849	The Ronkonkama railroad station and the town of Islip, New York are near?	The Ronkonkama railroad station and the town of Islip, New York are near?	"{""named_entities"": [""Ronkonkama railroad station"", ""Islip, New York""]}"
2850	2850	Which restaurant chain's headquarters is further north, Pizza Inn or Papa Gino's?	Which restaurant chain's headquarters is further north, Pizza Inn or Papa Gino's?	"{""named_entities"": [""Pizza Inn"", ""Papa Gino's""]}"
2851	2851	"Which dialect spoken in the province of Scania calls Spettekaka, ""spiddekaga""?"	"Which dialect spoken in the province of Scania calls Spettekaka, ""spiddekaga""?"	"{""named_entities"": [""Scania"", ""Spettekaka"", ""spiddekaga""]}"
